gross_over_budget,budget_2016_mm,gross_2016_mm,tickets_sold,content_rating,imdb_score,num_critic_for_reviews,num_user_for_reviews,nudity,movie_scale,movie_title,plot_keywords
0.25,123,30,4.1,R,5.7,60,249,n,large,Hudson Hawk,blackmail|burglar|critically bashed|leonardo da vinci|prison
0.25,101,25,3,PG-13,7,289,161,n,large,In the Heart of the Sea,emaciation|ship|starvation|vomiting|whale
0.25,132,33,3.8,PG-13,5.3,168,196,n,large,How Do You Know,embarrassment|falling in love|love|love triangle|revelation
0.26,134,35,4.1,PG-13,5.6,208,210,n,large,R.I.P.D.,drug dealer|gold|partner|police|undead
0.27,178,48,5.6,PG-13,5.4,384,720,n,large,Jupiter Ascending,box office flop|critically bashed|planet earth|space opera|woman in bra and panties
0.27,187,51,6.6,PG,7.1,127,217,n,large,Treasure Planet,alien|cyborg|pirate|planet|treasure
0.27,106,29,3.4,PG-13,5.3,163,163,n,large,Point Break,athlete|extreme sports|fbi|fbi agent|heist
0.28,276,76,9.2,PG-13,6.6,462,738,n,large,John Carter,alien|american civil war|male nipple|mars|princess
0.28,108,30,3.7,PG-13,4.2,49,126,n,large,Ishtar,cia|emir|hotel|map|morocco
0.28,103,29,4.2,R,5.8,79,126,n,large,Hard Rain,dam|flood|money|police|sheriff
0.28,155,44,5.6,PG-13,6.9,257,899,n,large,The Island,clone|environment|escape|island|lottery
0.29,160,47,5.4,PG-13,7.3,275,781,n,large,Warcraft,based on video game|fictional language|fictional war|orc|sword and sorcery
0.3,107,32,4.1,PG-13,4.3,77,213,n,large,xXx: State of the Union,coup d'etat|mutiny|president|u.s. navy|washington d.c.
0.3,239,72,10.5,PG-13,3.7,79,248,n,large,Speed 2: Cruise Control,collision course|computer|cruise|diamonds|ship run aground
0.3,105,32,4.2,PG,6.6,131,377,n,large,Titan A.E.,alien|captain|escape|pilot|scientist
0.31,218,68,8.2,PG-13,5.9,377,751,n,large,Battleship,box office flop|hawaii|naval|oahu hawaii|ship
0.33,101,33,4.6,PG,8,162,514,n,large,The Iron Giant,boy|friend|government agent|maine|robot
0.33,201,67,8,PG-13,6.3,338,205,n,large,Jack the Giant Slayer,bean|giant|king|no opening credits|princess
0.34,106,36,4.8,PG,4.1,49,197,n,large,The Adventures of Rocky & Bullwinkle,deforestation|fbi|lighthouse|moose|squirrel
0.36,153,55,7,R,6,152,454,n,large,Windtalkers,code|duty|steel helmet|u.s. marine|u.s. soldier
0.36,160,58,7.4,R,7.2,239,942,n,large,Kingdom of Heaven,12th century|crusader|jerusalem|knight|medieval times
0.37,134,49,6.1,PG,6.1,284,414,n,large,Speed Racer,based on anime|based on cartoon|gadget car|racer|speed
0.37,107,40,5.1,R,7.1,279,415,n,large,Flags of Our Fathers,imperial japan|japan|japanese army|japanese soldier|world war two
0.38,190,72,9.3,PG-13,5.6,231,629,n,large,Poseidon,cruise|escape|ocean|passenger|water
0.38,123,47,5.4,PG,4.9,184,121,n,large,Gulliver's Travels,bermuda triangle|box office hit|shipwrecked|travel|travel writer
0.38,122,47,6.4,R,6.6,85,546,n,large,The 13th Warrior,arab|battle|combat|viking|warrior
0.39,208,81,10.2,PG-13,6.1,251,666,n,large,The Golden Compass,children|epic|friend|girl|quest
0.4,102,41,6,PG-13,6.6,40,145,n,large,Wyatt Earp,historically inaccurate|name calling|penis slur|vomiting|wyatt earp
0.4,152,61,7.9,G,6.6,27,100,n,large,The Greatest Story Ever Told,70mm film|biblical epic|faith|jewish|king herod
0.4,127,51,6.5,PG-13,3.3,212,660,n,large,Catwoman,based on cult comic book|bechdel test passed|cat|detective|radical transformation
0.41,122,50,7.4,PG-13,5.8,61,101,n,large,Daylight,collapsing tunnel|explosion|new jersey|tunnel|weimaraner
0.41,165,68,7.9,R,5.8,357,432,n,large,The Wolfman,asylum|death|full moon|transformation|werewolf
0.42,221,92,11,PG-13,6.5,450,711,n,large,The Lone Ranger,horse|outlaw|texas|texas ranger|train
0.42,115,48,5.5,PG-13,6.1,231,134,n,large,The Huntsman: Winter's War,based on fairy tale|dark fantasy|fairy tale|second part|sequel
0.42,165,69,8,PG,6.1,235,238,n,large,The Sorcerer's Apprentice,chosen one|enchanted object|love|spell|training
0.42,114,48,6.4,PG-13,5.9,170,289,n,large,The 6th Day,clone|cloning|future|laser gun|murder
0.43,108,47,5.9,PG-13,5.9,233,492,n,large,The Brothers Grimm,creature|curse|exorcism|girl|village
0.43,111,48,6.4,PG-13,7.3,162,315,n,large,Thirteen Days,blockade|crisis|cuba|missile|president
0.43,181,79,9.3,PG,7.5,682,678,n,large,Hugo,automaton|mechanical|railway station|steampunk|train
0.45,170,77,8.9,PG,6.4,218,131,n,large,Alice Through the Looking Glass,clock|dark fantasy|mad hatter|queen|sequel
0.45,220,100,11.5,PG-13,6.6,306,453,n,large,Prince of Persia: The Sands of Time,alamut|dagger|king|persia|princess
0.45,140,64,8.1,PG,5.4,104,88,n,large,Home on the Range,cattle|cow|dairy farm|farm|rustler
0.47,134,62,7.4,PG-13,4.9,349,744,n,large,After Earth,box office flop|father son team|fear|race against time|real life father and son playing father and son
0.47,122,57,6.7,PG-13,4.3,369,695,n,large,Fantastic Four,box office flop|critically bashed|portal|teleportation|troubled production
0.47,113,53,6.9,R,5.5,135,339,n,large,Collateral Damage,bare chested boy|car explosion|colombia|explosion|terrorism
0.49,155,75,9,PG-13,6.4,339,434,n,large,White House Down,black u.s. president|president|secret service|tour|white house
0.49,192,95,11.1,PG,6.5,443,497,n,large,Tomorrowland,boy genius|futuristic city|inventor|teenage girl|time travel
0.49,110,54,7.9,PG-13,6,108,274,n,large,Sphere,manifestation|ocean|spacecraft|spaceship|sphere
0.49,111,55,7.3,PG-13,5.3,87,237,n,large,Little Nicky,angel|devil|flask|hell|the devil
0.49,112,55,6.6,PG-13,5.4,167,224,n,large,Land of the Lost,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex
0.5,133,66,9.5,PG-13,7.1,98,703,n,large,Meet Joe Black,birthday|death|death personified|fear of death|wealth
0.5,129,64,9.3,R,6.1,66,114,n,large,The Devil's Own,friendship|murder|northern ireland|police officer|terrorist
0.5,276,139,20.3,PG-13,6.1,91,309,n,large,Waterworld,future|sail|sea|smoker|water
0.52,108,56,7.3,PG-13,6.6,132,261,n,large,Bandits,bank manager|hypochondriac|love triangle|prison|television
0.52,108,57,7.7,PG-13,6.7,91,217,n,large,Anna and the King,1860s|children|king|schoolteacher|siam
0.53,102,53,6.8,PG-13,6.5,124,342,n,large,Spanglish,chef|college|housekeeper|letter|mexico
0.53,220,116,13.3,PG-13,6.7,343,546,n,large,Robin Hood,1190s|archer|england|king of england|robin hood
0.53,135,71,10.3,PG-13,5.4,84,181,n,large,Volcano,earthquake|fire|lava|rescue|volcano
0.53,132,71,9.4,PG,6.9,82,139,n,large,The Road to El Dorado,adventurer|el dorado|gold|high priest|implied sex
0.54,196,105,12.5,PG-13,7,575,1106,n,large,Pacific Rim,giant monster|kaiju|pilot|portal|robot
0.54,107,58,8.5,PG-13,6.3,132,405,n,large,Mars Attacks!,alien|general|martian|president|weapon
0.54,160,86,11.1,PG,5.4,71,69,n,large,Stuart Little 2,anthropomorphic mouse|falcon|marshmallow|second part|soccer
0.54,105,57,8.3,PG-13,7,76,119,n,large,Seven Years in Tibet,austria|dalai lama|himalaya|mountain|tibet
0.54,145,79,10.3,R,6.8,174,386,n,large,Ali,african american protagonist|african americans|boxing gym|gym|rumble in the jungle
0.55,174,95,11.9,PG-13,6.3,287,505,n,large,Beowulf,creature|demon|king|reward|warrior
0.55,133,73,9.3,PG-13,6.7,207,666,n,large,The Chronicles of Riddick,bounty hunter|escape|necromonger|planet|warrior
0.56,157,87,10.5,PG-13,5.8,310,253,n,large,Wrath of the Titans,ares|hades|titan|underworld|zeus
0.56,111,62,7.9,PG-13,6.7,151,255,n,large,The Rundown,amazon|bounty hunter|fight|hunter|jungle
0.56,113,64,7.6,PG-13,6.7,326,554,n,large,Ender's Game,alien|future|manipulation|simulation|training
0.56,133,75,10.8,PG,5.6,35,88,n,large,Mighty Joe Young,animal|california|gorilla|hunter|poacher
0.56,180,102,12.3,PG-13,7.9,585,741,n,large,Edge of Tomorrow,alien|combat|dying repeatedly|end of the world|time loop
0.57,203,116,14.6,PG,5.4,186,257,n,large,Evan Almighty,ark|change|congressman|depiction of god|flood
0.57,144,83,9.8,PG,7.4,440,447,n,large,The Adventures of Tintin,captain|morocco|ship|tintin|treasure
0.58,157,91,10.6,PG-13,6.6,474,867,n,large,Terminator Genisys,alternate timeline|cyborg|future|robot|time machine
0.58,173,100,14.6,PG-13,5.8,93,277,n,large,Dante's Peak,ash|escape|lava|mayor|volcano
0.58,144,84,11.5,PG,6.8,93,362,n,large,Bicentennial Man,23rd century|android|artificial intelligence|dual role|robot
0.58,213,124,14.7,PG-13,5.6,436,550,n,large,Green Lantern,autopsy|lantern|planet|ring|test pilot
0.58,103,60,8.7,R,6.3,120,281,n,large,The Siege,abduction|martial law|military|new york city|terrorist
0.59,101,59,7.2,PG-13,6.2,492,630,n,large,RoboCop,law enforcement|police|robocop|robot|technology
0.59,116,68,8.6,PG,6.8,154,112,n,large,Surf's Up,chicken|competition|island|penguin|surfing
0.6,110,66,7.6,PG-13,5.8,181,144,n,large,Allegiant,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead
0.6,135,82,9.4,PG-13,6.3,181,115,n,large,Teenage Mutant Ninja Turtles: Out of the Shadows,based on comic book|brother brother relationship|rat|sequel|turtle
0.61,139,86,10.2,PG,6.5,166,90,n,large,Turbo,accident|freak accident|race|snail|underdog
0.62,165,102,11.8,PG-13,5.5,286,520,n,large,Independence Day: Resurgence,alien|battle|defense|independence day|mothership
0.63,196,123,15.6,PG-13,7.4,244,684,n,large,Master and Commander: The Far Side of the World,1800s|napoleonic wars|pursuit|royal navy|ship
0.63,224,140,16.7,PG-13,6.6,422,974,n,large,Terminator Salvation,death row|future|machine|rescue|skynet
0.63,251,158,19.7,PG,6.6,258,438,n,large,The Chronicles of Narnia: Prince Caspian,brother brother relationship|brother sister relationship|good versus evil|king|narnia
0.63,134,85,10.2,PG,6.7,153,118,n,large,Penguins of Madagascar,little girl|park|spy|statue of liberty|television van
0.64,112,71,10.4,R,6.3,223,656,n,large,Alien: Resurrection,alien|blood|breeding|clone|scientist
0.65,125,81,11.8,PG-13,7,121,619,n,large,What Dreams May Come,heaven|hell|soul|soul mate|suicide
0.65,129,84,9.7,PG-13,6.3,283,348,n,large,Knight and Day,chase|fbi|garage|spy|surveillance
0.65,112,73,8.7,R,6.4,267,285,n,large,The Taking of Pelham 1 2 3,hijack|hostage|ransom|subway|train
0.66,114,76,9.6,PG-13,5.2,169,407,n,large,The Stepford Wives,community|connecticut|fem bot|tv producer|writer
0.67,245,164,22.4,PG-13,4.8,85,648,n,large,Wild Wild West,buddy movie|general|inventor|steampunk|utah
0.67,104,70,8.9,PG-13,7.3,229,548,n,large,Memoirs of a Geisha,coming of age|geisha|japan|jealousy|love
0.67,127,85,10.8,PG-13,6.7,140,345,n,large,Hidalgo,arab|cowboy|horse|race|sheik
0.67,171,115,13.2,PG,6.3,228,227,n,large,The Chronicles of Narnia: The Voyage of the Dawn Treader,dragon|king|mouse|quest|warrior
0.68,110,74,8.6,PG-13,6,321,374,n,large,The Tourist,police surveillance|surveillance van|tailing a suspect|tourist|venice italy
0.68,108,73,8.7,PG,5.4,125,59,n,large,The Smurfs 2,based on cartoon|box office hit|no opening credits|sequel|smurf
0.68,125,85,11.3,PG,5.6,181,949,n,large,Mission to Mars,astronaut|mars|mars the planet|outer space|zero gravity
0.69,180,124,14.3,PG-13,6.6,248,239,n,large,The Legend of Tarzan,africa|capture|jungle|male objectification|tarzan
0.69,224,154,18.4,PG,6.8,240,249,n,large,A Christmas Carol,charles dickens|christmas|christmas eve|ghost|scrooge
0.69,124,86,10.9,PG-13,5.5,157,316,n,large,Lara Croft Tomb Raider: The Cradle of Life,duology|female hero|female lead|orb|pandora's box
0.7,163,114,14.8,PG,6.8,146,289,n,large,Atlantis: The Lost Empire,atlantis|crew|expedition|journal|museum
0.7,108,76,9.6,PG-13,8,201,529,n,large,Cinderella Man,boxer|boxing|dream|great depression|love
0.7,162,114,14.2,PG-13,5.2,264,501,n,large,The Mummy: Tomb of the Dragon Emperor,army|china|emperor|mummy|shangri la
0.71,185,130,15.1,PG-13,7.5,322,432,n,large,Star Trek Beyond,hatred|sequel|space opera|star trek|third part
0.71,107,76,9.8,PG-13,5.9,124,615,n,large,The Time Machine,hunter|scientist|time machine|time travel|time travel romance
0.71,152,108,13,PG,7.3,256,174,n,large,Rise of the Guardians,belief|box office hit|children|new york city|tooth
0.71,116,83,12.1,PG-13,6.2,80,257,n,large,Last Action Hero,action hero|hero|magic|ticket|video store
0.73,101,74,8.9,PG-13,6,245,269,n,large,Hercules,army|greek mythology|hercules|king|mercenary
0.74,101,74,9.5,PG-13,6,158,378,n,large,The Fast and the Furious: Tokyo Drift,car|challenge|drift racing|drifting|tokyo japan
0.74,124,92,10.9,PG-13,7,539,892,n,large,Oblivion,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool
0.74,101,75,9.7,PG-13,6.9,157,483,n,large,The Holiday,book|composer|house|love|self esteem
0.75,119,89,11.5,PG,5.1,170,1690,n,large,Eragon,dragon|dragon rider|fictional war|sword and fantasy|teenage hero
0.75,261,196,24.9,R,6.4,280,1676,n,large,Terminator 3: Rise of the Machines,drifter|exploding truck|future|machine|skynet
0.76,115,87,11.9,G,7.3,129,186,n,large,Fantasia 2000,abstract|ark|disney|fairy tale|piano
0.76,167,127,15.9,PG,6.9,225,178,n,large,Bolt,cat|dog|hamster|new york city|superpower
0.76,222,169,21.5,R,7.2,220,1694,n,large,Troy,greek|mythology|prince|trojan|troy
0.77,147,113,13.6,PG,6.9,196,130,n,large,Mr. Peabody & Sherman,dog|father son relationship|inventor|talking dog|time travel
0.77,286,221,25.5,PG,7.8,324,387,n,large,Tangled,17th century|based on fairy tale|disney|flower|tower
0.78,133,104,13.4,R,7.5,233,1166,n,large,Gangs of New York,butcher|civil war|gangster|new york city|revenge
0.78,117,91,10.8,PG-13,7.1,327,426,n,large,Real Steel,arena|boxing|boxing movie|robot|robot battle
0.78,135,105,13.7,PG-13,7.6,82,380,n,large,The Abyss,alien|estranged couple|ocean|submarine|underwater
0.79,136,107,13.9,PG-13,7.1,281,2153,n,large,A.I. Artificial Intelligence,affection|boy|fairy|future|robot
0.79,118,93,12.4,G,4.8,84,77,n,large,102 Dalmatians,dog|parole|parole officer|prison|puppy
0.79,100,79,9.9,PG,6.6,198,125,n,large,The Spiderwick Chronicles,actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature
0.79,183,145,18.4,R,7.7,190,928,n,large,The Last Samurai,captain|emperor|honor|japan|samurai
0.8,235,187,22.5,PG-13,6.8,451,341,n,large,Men in Black 3,alien|criminal|m.i.b.|maximum security prison|prison
0.8,168,134,15.9,PG,5.1,145,90,n,large,G-Force,fbi director|guinea pig|household appliance|secret agent|talking mouse
0.8,105,83,10,PG-13,6.2,526,479,n,large,Dark Shadows,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup
0.81,102,82,11.9,R,5.9,117,241,n,large,Snake Eyes,assassination|boxing|casino|conspiracy|long take
0.81,118,96,11.4,R,6.6,476,814,n,large,Elysium,christ figure|class differences|messiah|saviour|social commentary
0.81,127,103,12.4,PG-13,5.8,434,1240,n,large,Noah,ark|flood|noah's ark|water|wrath of god
0.82,110,90,10.3,PG-13,6.8,316,326,n,large,Unstoppable,freight train|race against time|runaway train|train|train engineer
0.82,144,118,13.7,PG-13,5.5,464,1211,n,large,Ghostbusters,ghost|ghostbuster|ghostbusters|male objectification|reboot
0.82,128,105,12.5,PG-13,5.8,447,443,n,large,The Green Hornet,heir|kung fu|party|playboy|superhero
0.82,102,84,10.6,R,6.6,209,363,n,large,The Manchurian Candidate,brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier
0.84,157,131,16.7,PG-13,4.8,102,554,n,large,Charlie's Angels: Full Throttle,fbi|murder|ring|witness protection|witness protection program
0.84,117,99,12.6,PG,4.9,122,179,n,large,The Haunted Mansion,arachnophobia|crystal ball|ghost|haunted house|thunderstorm
0.84,174,147,18.4,PG,6.2,194,206,n,large,Bee Movie,bee|dream sequence|egg|scatological humor|squashed bug
0.85,167,142,17.8,PG-13,7.8,362,822,n,large,The Curious Case of Benjamin Button,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging
0.85,102,87,11,PG-13,5.8,202,786,n,large,The League of Extraordinary Gentlemen,box office flop|captain nemo|dorian gray|invisible man|steampunk
0.85,128,109,13.1,R,5.7,84,171,n,large,Rambo III,afghanistan|colonel|rambo|rescue|soviet
0.86,196,168,20,PG-13,5.8,250,534,n,large,G.I. Joe: The Rise of Cobra,cobra|gi joe|snake|train|warhead
0.86,187,160,23.4,PG-13,3.7,183,1018,n,large,Batman & Robin,butler|critically bashed|cure|freeze|gotham
0.86,155,133,19.3,PG,6.6,131,289,n,large,Antz,ant|friend|princess|soldier|worker
0.86,118,102,14.7,PG-13,5.1,102,370,n,large,Lost in Space,based on tv series|remake|robot|scientist|spaceship
0.87,178,155,17.9,PG-13,7.3,396,622,n,large,X-Men: Apocalypse,mutant|superhero|superhero team|x men|year 1983
0.87,108,95,12.3,R,6.5,166,543,n,large,Swordfish,computer|secret agent|terrorism|told in flashback|wearing a sound wire
0.88,165,145,16.7,PG,4.2,280,1382,n,large,The Last Airbender,avatar|fire|kingdom|tribe|water
0.89,168,149,17.8,PG-13,6.7,298,435,n,large,Angels & Demons,conclave|illuminati|murder|reference to bernini|reference to raphael
0.89,179,159,20.4,PG-13,6.9,310,871,n,large,Mission: Impossible III,arms dealer|fictional government agency|mission|rescue|vatican
0.89,139,124,16.6,G,7.3,141,297,n,large,The Emperor's New Groove,antidote|disney|emperor|first part|llama
0.9,129,115,13.9,PG,6.2,154,126,n,large,Night at the Museum: Secret of the Tomb,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet
0.9,167,150,18.7,PG-13,6.8,354,643,n,large,The Incredible Hulk,antidote|cure|hulk|marvel cinematic universe|opening action scene
0.9,102,92,13.4,PG-13,6.2,64,184,n,large,The Saint,cold fusion|disguise|energy|fusion|the saint
0.9,184,166,21.1,G,5.8,161,251,n,large,Chicken Little,alien invasion|chicken|fish|friend|panic
0.91,131,118,14.2,PG-13,6.7,436,504,n,large,The Bourne Legacy,assassin|cia|drone|pill|wolf
0.91,178,162,19.5,PG-13,6.1,416,710,n,large,Snow White and the Huntsman,evil queen|fairy tale|magic|queen|snow white
0.91,144,131,15.5,PG,7.2,362,337,n,large,Rango,chameleon|lizard|sheriff|water|western town
0.91,105,95,12.7,PG-13,5.9,134,379,n,large,Vertical Limit,death|die hard scenario|k2|rescue|urination
0.92,171,156,18.5,PG-13,7.8,500,698,n,large,X-Men: First Class,cia|cia agent|mutant|nuclear war|professor
0.92,107,98,12.6,G,7,106,216,n,large,Spirit: Stallion of the Cimarron,cavalry|escape|herd|stallion|wild stallion
0.92,175,161,18.6,PG-13,6.9,418,971,n,large,Suicide Squad,based on comic book|critically bashed|father daughter relationship|reference to superman|super villain
0.92,142,131,16.7,PG,3.8,109,456,n,large,The Cat in the Hat,based on cult comic book|cat|home alone|imagination|talking cat
0.93,206,191,27.7,R,6.6,141,287,n,large,Lethal Weapon 4,kung fu|lapd|martial arts|private investigator|triad
0.93,113,105,15.6,R,6.2,59,137,n,large,Wolf,blood|publisher|publishing house|werewolf|wolf
0.93,140,130,16.5,PG-13,7.5,267,799,n,large,The Aviator,1920s|aviation|fight|spruce goose|test flight
